id,location,parent,parent_id
0,Kabul,Afghanistan,11557
1,Sharan,Afghanistan,11557
2,Zaranj,Afghanistan,11557
3,Lashkar Gah,Afghanistan,11557
4,Kandahar,Afghanistan,11557
5,Tarin Kowt,Afghanistan,11557
6,Herat,Afghanistan,11557
7,Ghazni,Afghanistan,11557
8,Maidan Shahr,Afghanistan,11557
9,Andkhvoy,Afghanistan,11557
10,Pol-e Khomri,Afghanistan,11557
11,Mazar-e Sharif,Afghanistan,11557
12,Sar-e Pul,Afghanistan,11557
13,Meymaneh,Afghanistan,11557
14,Gardiz,Afghanistan,11557
15,Asadabad,Afghanistan,11557
16,Jalalabad,Afghanistan,11557
17,Zareh Sharan,Afghanistan,11557
18,Mehtar Lam,Afghanistan,11557
19,Aybak,Afghanistan,11557
20,Sheberghan,Afghanistan,11557
21,Khost,Afghanistan,11557
22,Farah,Afghanistan,11557
23,Mahmud-E Eraqi,Afghanistan,11557
24,Qala i Naw,Afghanistan,11557
25,Feyzabad,Afghanistan,11557
26,Charikar,Afghanistan,11557
27,Nili,Afghanistan,11557
28,Bazarak,Afghanistan,11557
29,Kondoz,Afghanistan,11557
30,Qalat,Afghanistan,11557
31,Taloqan,Afghanistan,11557
32,Mayda Shahr,Afghanistan,11557
33,Balkh,Afghanistan,11557
34,Baghlan,Afghanistan,11557
35,Bamian,Afghanistan,11557
36,Karokh,Afghanistan,11557
37,Baraki Barak,Afghanistan,11557
38,Pul-e `Alam,Afghanistan,11557
39,Parun,Afghanistan,11557
40,Chaghcharan,Afghanistan,11557
41,Berat,Albania,11645
42,Korce,Albania,11645
43,Librazhd,Albania,11645
44,Gjirokaster,Albania,11645
45,Puke,Albania,11645
46,Kruje,Albania,11645
47,Tepelene,Albania,11645
48,Rreshen,Albania,11645
49,Corovode,Albania,11645
50,Shkoder,Albania,11645
51,Lushnje,Albania,11645
52,Erseke,Albania,11645
53,Bajram Curri,Albania,11645
54,Durres,Albania,11645
55,Burrel,Albania,11645
56,Kukes,Albania,11645
57,Gramsh,Albania,11645
58,Lezhe,Albania,11645
59,Sarande,Albania,11645
60,Permet,Albania,11645
61,Pogradec,Albania,11645
62,Elbasan,Albania,11645
63,Peshkopi,Albania,11645
64,Fier,Albania,11645
65,Tirana,Albania,11645
66,Vlore,Albania,11645
67,Beni Ounif,Algeria,11702
68,Algiers,Algeria,11702
69,Hassi Messaoud,Algeria,11702
70,Touggourt,Algeria,11702
71,Djanet,Algeria,11702
72,I-n-Amenas,Algeria,11702
73,El Golea,Algeria,11702
74,In Amguel,Algeria,11702
75,Reggane,Algeria,11702
76,I-n-Salah,Algeria,11702
77,Timimoun,Algeria,11702
78,Sefra,Algeria,11702
79,Abadla,Algeria,11702
80,Oum el Bouaghi,Algeria,11702
81,Souk Ahras,Algeria,11702
82,Illizi,Algeria,11702
83,Tissemsilt,Algeria,11702
84,Tindouf,Algeria,11702
85,Tamanrasset,Algeria,11702
86,Ouargla,Algeria,11702
87,M'sila,Algeria,11702
88,Guelma,Algeria,11702
89,El Oued,Algeria,11702
90,Bordj Bou Arreridj,Algeria,11702
91,Annaba,Algeria,11702
92,Ain Temouchent,Algeria,11702
93,Ain Defla,Algeria,11702
94,Adrar,Algeria,11702
95,Batna,Algeria,11702
96,Bechar,Algeria,11702
97,Bejaia,Algeria,11702
98,Biskra,Algeria,11702
99,Blida,Algeria,11702
100,Bouira,Algeria,11702
101,Boumerdes,Algeria,11702
102,Chlef,Algeria,11702
103,Constantine,Algeria,11702
104,Djelfa,Algeria,11702
105,El Bayadh,Algeria,11702
106,El Tarf,Algeria,11702
107,Ghardaia,Algeria,11702
108,Jijel,Algeria,11702
109,Khenchela,Algeria,11702
110,Laghouat,Algeria,11702
111,Mascara,Algeria,11702
112,Medea,Algeria,11702
113,Mila,Algeria,11702
114,Mostaganem,Algeria,11702
115,Naama,Algeria,11702
116,Oran,Algeria,11702
117,Relizane,Algeria,11702
118,Setif,Algeria,11702
119,Sidi bel Abbes,Algeria,11702
120,Skikda,Algeria,11702
121,Tebessa,Algeria,11702
122,Tiarat,Algeria,11702
123,Tipasa,Algeria,11702
124,Tizi-Ouzou,Algeria,11702
125,Tlimcen,Algeria,11702
126,Pago Pago,American Samoa,11577
127,Ordino,Andorra,130
128,La Massana,Andorra,130
129,Canillo,Andorra,130
130,Andorra,Andorra,-1
131,Encamp,Andorra,130
132,Sant Julia de Loria,Andorra,130
133,Escaldes-Engordany,Andorra,130
134,Luiana,Angola,9855
135,Mavinga,Angola,9855
136,Benguela,Angola,9855
137,Cangamba,Angola,9855
138,Cabinda,Angola,9855
139,Xangongo,Angola,9855
140,Huambo,Angola,9855
141,Chitado,Angola,9855
142,Luena,Angola,9855
143,Mucusso,Angola,9855
144,Ndalatando,Angola,9855
145,Ondjiva,Angola,9855
146,Mbanza-Congo,Angola,9855
147,Nzeto,Angola,9855
148,Capenda-Camulemba,Angola,9855
149,Calulo,Angola,9855
150,Calucinga,Angola,9855
151,Lubango,Angola,9855
152,Songo,Angola,9855
153,Camabatela,Angola,9855
154,Cacolo,Angola,9855
155,Ambriz,Angola,9855
156,Saurimo,Angola,9855
157,Luanda,Angola,9855
158,Waku Kungo,Angola,9855
159,Muconda,Angola,9855
160,Quipungo,Angola,9855
161,Uige,Angola,9855
162,Quibala,Angola,9855
163,Menongue,Angola,9855
164,Sumbe,Angola,9855
165,Luau,Angola,9855
166,Caxito,Angola,9855
167,Cazombo,Angola,9855
168,Malanje,Angola,9855
169,Lobito,Angola,9855
170,Soyo,Angola,9855
171,Kuito,Angola,9855
172,Cuito Caunavale,Angola,9855
173,Chibemba,Angola,9855
174,Chibia,Angola,9855
175,Camacupa,Angola,9855
176,Cubal,Angola,9855
177,Namibe,Angola,9855
178,Tombua,Angola,9855
179,Lucapa,Angola,9855
180,Dundo,Angola,9855
181,The Valley,Anguilla,11759
182,Saint John's,Antigua And Barbuda,11638
183,Los Blancos,Argentina,11601
184,General Roca,Argentina,11601
185,Ushuaia,Argentina,11601
186,28 de Noviembre,Argentina,11601
187,Comondante Luis Piedrabuena,Argentina,11601
188,Rio Gallegos,Argentina,11601
189,Parana,Argentina,11601
190,Salta,Argentina,11601
191,Darregueira,Argentina,11601
192,Trelew,Argentina,11601
193,Rawson,Argentina,11601
194,La Rioja,Argentina,11601
195,Villalonga,Argentina,11601
196,Viedma,Argentina,11601
197,Sunchales,Argentina,11601
198,Rio Colorado,Argentina,11601
199,Pedro Luro,Argentina,11601
200,San Salvador de Jujuy,Argentina,11601
201,Resistencia,Argentina,11601
202,Posadas,Argentina,11601
203,Paso Rio Mayo,Argentina,11601
204,Venado Tuerto,Argentina,11601
205,Corrientes,Argentina,11601
206,Las Lomitas,Argentina,11601
207,Mar de Ajo,Argentina,11601
208,Cutral Co,Argentina,11601
209,Ingeniero Jacobacci,Argentina,11601
210,Santiago del Estero,Argentina,11601
211,Uspallata,Argentina,11601
212,Tucuman,Argentina,11601
213,Comallo,Argentina,11601
214,El Maiten,Argentina,11601
215,Mendoza,Argentina,11601
216,Neuquen,Argentina,11601
217,Catamarca,Argentina,11601
218,Villa Rumipal,Argentina,11601
219,Rio Tercero,Argentina,11601
220,Malargue,Argentina,11601
221,Tinogasta,Argentina,11601
222,Rinconada,Argentina,11601
223,Abra Pampa,Argentina,11601
224,Humahuaca,Argentina,11601
225,Libertador General San Martin,Argentina,11601
226,Susques,Argentina,11601
227,Choele Choel,Argentina,11601
228,General Conesa,Argentina,11601
229,San Antonio Oeste,Argentina,11601
230,Sierra Colorado,Argentina,11601
231,San Carlos de Bariloche,Argentina,11601
232,Puerto Madryn,Argentina,11601
233,Telsen,Argentina,11601
234,Sarmiento,Argentina,11601
235,Alto Rio Sanguer,Argentina,11601
236,Gastre,Argentina,11601
237,Pampa del Infierno,Argentina,11601
238,Charata,Argentina,11601
239,Presidencia Roque Saenz Pena,Argentina,11601
240,Rodeo,Argentina,11601
241,Villa Maria,Argentina,11601
242,Las Heras,Argentina,11601
243,Chilecito,Argentina,11601
244,Ingeniero Guillermo N. Juarez,Argentina,11601
245,Comandante Fontana,Argentina,11601
246,Chumbicha,Argentina,11601
247,Puerto Deseado,Argentina,11601
248,Perito Moreno,Argentina,11601
249,Puerto San Julian,Argentina,11601
250,Gobernador Gregores,Argentina,11601
251,Tunuyan,Argentina,11601
252,General Pico,Argentina,11601
253,25 de Mayo,Argentina,11601
254,Victorica,Argentina,11601
255,Juan Jose Castelli,Argentina,11601
256,Trancas,Argentina,11601
257,Chepes,Argentina,11601
258,Chamical,Argentina,11601
259,El Calafate,Argentina,11601
260,Chos Malal,Argentina,11601
261,Las Lajas,Argentina,11601
262,Zapala,Argentina,11601
263,Villa Carlos Paz,Argentina,11601
264,Bell Ville,Argentina,11601
265,Rio Cuarto,Argentina,11601
266,Villa Angela,Argentina,11601
267,Concepcion del Uruguay,Argentina,11601
268,Gualeguaychu,Argentina,11601
269,Gualeguay,Argentina,11601
270,Comodoro Rivadavia,Argentina,11601
271,Esquel,Argentina,11601
272,Anatuya,Argentina,11601
273,Dolores,Argentina,11601
274,Chascomus,Argentina,11601
275,Chivilcoy,Argentina,11601
276,Goya,Argentina,11601
277,Frias,Argentina,11601
278,Vera,Argentina,11601
279,Reconquista,Argentina,11601
280,Monte Quemado,Argentina,11601
281,Campana,Argentina,11601
282,Zarate,Argentina,11601
283,Lujan,Argentina,11601
284,San Nicolas,Argentina,11601
285,Pergamino,Argentina,11601
286,Chacabuco,Argentina,11601
287,San Ramon de la Nueva Oran,Argentina,11601
288,Tartagal,Argentina,11601
289,Joaquin V. Gonzalez,Argentina,11601
290,General Guemes,Argentina,11601
291,Cerrillos,Argentina,11601
292,Cafayate,Argentina,11601
293,San Antonio de los Cobres,Argentina,11601
294,Alta Gracia,Argentina,11601
295,Azul,Argentina,11601
296,Lobos,Argentina,11601
297,Veinticinco de Mayo,Argentina,11601
298,Nueve de Julio,Argentina,11601
299,Mar del Plata,Argentina,11601
300,Balcarce,Argentina,11601
301,Juarez,Argentina,11601
302,Coronel Suarez,Argentina,11601
303,Tandil,Argentina,11601
304,Carhue,Argentina,11601
305,Olavarria,Argentina,11601
306,Rafaela,Argentina,11601
307,San Justo,Argentina,11601
308,Villa Constitucion,Argentina,11601
309,Bahia Blanca,Argentina,11601
310,Punta Alta,Argentina,11601
311,Tres Arroyos,Argentina,11601
312,Necochea,Argentina,11601
313,Buenos Aires,Argentina,11601
314,Yerevan,Armenia,2061
315,Gyumri,Armenia,2061
316,Gavarr,Armenia,2061
317,Artashat,Armenia,2061
318,Yeghegnadzor,Armenia,2061
319,Hrazdan,Armenia,2061
320,Vanadzor,Armenia,2061
321,Ashtarak,Armenia,2061
322,Ijevan,Armenia,2061
323,Oranjestad,Aruba,11714
324,Kingoonya,Australia,11641
325,Port Denison,Australia,11641
326,Cairns,Australia,11641
327,Kwinana,Australia,11641
328,Cranbourne,Australia,11641
329,Port Hedland,Australia,11641
330,Port Lincoln,Australia,11641
331,Port Macquarie,Australia,11641
332,Port Pirie,Australia,11641
333,Proserpine,Australia,11641
334,Busselton,Australia,11641
335,Caboolture,Australia,11641
336,Cooma,Australia,11641
337,Streaky Bay,Australia,11641
338,Karumba,Australia,11641
339,Esperance,Australia,11641
340,Exmouth,Australia,11641
341,Forbes,Australia,11641
342,Morawa,Australia,11641
343,Moree,Australia,11641
344,Katherine,Australia,11641
345,Katoomba,Australia,11641
346,Launceston,Australia,11641
347,Laverton,Australia,11641
348,Leeton,Australia,11641
349,Leonara,Australia,11641
350,Singleton,Australia,11641
351,Norseman,Australia,11641
352,Batemans Bay,Australia,11641
353,Whyalla,Australia,11641
354,Wilcannia,Australia,11641
355,Katanning,Australia,11641
356,Bongaree,Australia,11641
357,Bordertown,Australia,11641
358,Boulia,Australia,11641
359,Bourke,Australia,11641
360,Mackay,Australia,11641
361,Southern Cross,Australia,11641
362,Ulladulla,Australia,11641
363,Victor Harbor,Australia,11641
364,Andamooka,Australia,11641
365,Hervey Bay,Australia,11641
366,Gunnedah,Australia,11641
367,Gympie,Australia,11641
368,Halls Creek,Australia,11641
369,Winton,Australia,11641
370,Mudgee,Australia,11641
371,Ivanhoe,Australia,11641
372,Pannawonica,Australia,11641
373,Dubbo,Australia,11641
374,Tom Price,Australia,11641
375,Parkes,Australia,11641
376,Sale,Australia,11641
377,Bendigo,Australia,11641
378,Berri,Australia,11641
379,Adelaide,Australia,11641
380,Adelaide River,Australia,11641
381,Burketown,Australia,11641
382,Burnie,Australia,11641
383,Penola,Australia,11641
384,Scone,Australia,11641
385,Narrabri,Australia,11641
386,Narrogin,Australia,11641
387,Townsville,Australia,11641
388,Traralgon,Australia,11641
389,Central Coast,Australia,11641
390,Broome,Australia,11641
391,Bunbury,Australia,11641
392,Wyndham,Australia,11641
393,Yamba,Australia,11641
394,Tumby Bay,Australia,11641
395,Forster-Tuncurry,Australia,11641
396,Bundaberg,Australia,11641
397,Yulara,Australia,11641
398,Rockhampton,Australia,11641
399,Roebourne,Australia,11641
400,Cloncurry,Australia,11641
401,Cobram,Australia,11641
402,Coffs Harbour,Australia,11641
403,Colac,Australia,11641
404,Alice Springs,Australia,11641
405,Ararat,Australia,11641
406,Ceduna,Australia,11641
407,Charleville,Australia,11641
408,Charters Towers,Australia,11641
409,Kalbarri,Australia,11641
410,Kununurra,Australia,11641
411,Dalby,Australia,11641
412,Lithgow,Australia,11641
413,Manjimup,Australia,11641
414,Mandurah,Australia,11641
415,Karratha,Australia,11641
416,Gawler,Australia,11641
417,Geelong,Australia,11641
418,Maryborough,Australia,11641
419,McMinns Lagoon,Australia,11641
420,Toowoomba,Australia,11641
421,Onslow,Australia,11641
422,Stawell,Australia,11641
423,Echuca,Australia,11641
424,Eidsvold,Australia,11641
425,Emerald,Australia,11641
426,Tamworth,Australia,11641
427,Taree,Australia,11641
428,Ballarat,Australia,11641
429,Ballina,Australia,11641
430,Barcaldine,Australia,11641
431,Mount Barker,Australia,11641
432,Mount Gambier,Australia,11641
433,Mount Isa,Australia,11641
434,Mount Magnet,Australia,11641
435,Kempsey,Australia,11641
436,Queanbeyan,Australia,11641
437,Quilpie,Australia,11641
438,Ravensthorpe,Australia,11641
439,Warrnambool,Australia,11641
440,Weipa,Australia,11641
441,Ouyen,Australia,11641
442,Wollongong,Australia,11641
443,Wonthaggi,Australia,11641
444,Kiama,Australia,11641
445,Kimba,Australia,11641
446,Kingaroy,Australia,11641
447,Pine Creek,Australia,11641
448,Darwin,Australia,11641
449,Gingin,Australia,11641
450,Meekatharra,Australia,11641
451,Woomera,Australia,11641
452,Moranbah,Australia,11641
453,Port Augusta,Australia,11641
454,Port Douglas,Australia,11641
455,Gold Coast,Australia,11641
456,Horsham,Australia,11641
457,Hughenden,Australia,11641
458,Northam,Australia,11641
459,Nowra,Australia,11641
460,Shepparton,Australia,11641
461,Yeppoon,Australia,11641
462,Young,Australia,11641
463,Caloundra,Australia,11641
464,Ingham,Australia,11641
465,Innisfail,Australia,11641
466,Inverell,Australia,11641
467,Kingston South East,Australia,11641
468,Bowen,Australia,11641
469,Melton,Australia,11641
470,Meningie,Australia,11641
471,Merimbula,Australia,11641
472,Merredin,Australia,11641
473,Mildura,Australia,11641
474,Thargomindah,Australia,11641
475,Theodore,Australia,11641
476,Three Springs,Australia,11641
477,Oatlands,Australia,11641
478,Wagin,Australia,11641
479,Armidale,Australia,11641
480,Bairnsdale,Australia,11641
481,Camooweal,Australia,11641
482,Canberra,Australia,11641
483,Longreach,Australia,11641
484,Brisbane,Australia,11641
485,Devonport,Australia,11641
486,Wallaroo,Australia,11641
487,Wangaratta,Australia,11641
488,Cowell,Australia,11641
489,Cowra,Australia,11641
490,Goondiwindi,Australia,11641
491,Goulburn,Australia,11641
492,Murray Bridge,Australia,11641
493,Muswellbrook,Australia,11641
494,Windorah,Australia,11641
495,Bedourie,Australia,11641
496,Birdsville,Australia,11641
497,Kalgoorlie,Australia,11641
498,Biloela,Australia,11641
499,Smithton,Australia,11641
500,Bicheno,Australia,11641
501,Deniliquin,Australia,11641
502,Broken Hill,Australia,11641
503,Swan Hill,Australia,11641
504,Albury,Australia,11641
505,Wagga Wagga,Australia,11641
506,Tumut,Australia,11641
507,Lismore,Australia,11641
508,Byron Bay,Australia,11641
509,Tweed Heads,Australia,11641
510,Eisenstadt,Austria,11723
511,Innsbruck,Austria,11723
512,Bregenz,Austria,11723
513,Salzburg,Austria,11723
514,Linz,Austria,11723
515,Wiener Neustadt,Austria,11723
516,Sankt Polten,Austria,11723
517,Graz,Austria,11723
518,Klagenfurt,Austria,11723
519,Baku,Azerbaijan,11777
520,Goranboy,Azerbaijan,11777
521,Saki,Azerbaijan,11777
522,Fuzuli,Azerbaijan,11777
523,Lankaran,Azerbaijan,11777
524,Xocali,Azerbaijan,11777
525,Astara,Azerbaijan,11777
526,Cabrayil,Azerbaijan,11777
527,Beylaqan,Azerbaijan,11777
528,Masalli,Azerbaijan,11777
529,Bilasuvar,Azerbaijan,11777
530,Calilabad,Azerbaijan,11777
531,Davaci,Azerbaijan,11777
532,Agsu,Azerbaijan,11777
533,Yevlax,Azerbaijan,11777
534,Mingacevir,Azerbaijan,11777
535,Ganca,Azerbaijan,11777
536,Sumqayt,Azerbaijan,11777
537,Xacmaz,Azerbaijan,11777
538,Imisli,Azerbaijan,11777
539,Saatli,Azerbaijan,11777
540,Lacin,Azerbaijan,11777
541,Sarur,Azerbaijan,11777
542,Qubadli,Azerbaijan,11777
543,Heydarabad,Azerbaijan,11777
544,Yardimli,Azerbaijan,11777
545,Sahbuz,Azerbaijan,11777
546,Qivraq,Azerbaijan,11777
547,Ordubad,Azerbaijan,11777
548,Goycay,Azerbaijan,11777
549,Agdas,Azerbaijan,11777
550,Naftalan,Azerbaijan,11777
551,Naxcivan,Azerbaijan,11777
552,Goygol,Azerbaijan,11777
553,Haciqabul,Azerbaijan,11777
554,Kurdamir,Azerbaijan,11777
555,Qobustan,Azerbaijan,11777
556,Barda,Azerbaijan,11777
557,Lerik,Azerbaijan,11777
558,Stepanakert,Azerbaijan,11777
559,Susa,Azerbaijan,11777
560,Daskasan,Azerbaijan,11777
561,Qusar,Azerbaijan,11777
562,Ali Bayramli,Azerbaijan,11777
563,Sabirabad,Azerbaijan,11777
564,Quba,Azerbaijan,11777
565,Gadabay,Azerbaijan,11777
566,Oguz,Azerbaijan,11777
567,Balakan,Azerbaijan,11777
568,Qax,Azerbaijan,11777
569,Xirdalan,Azerbaijan,11777
570,Neftcala,Azerbaijan,11777
571,Agcabadi,Azerbaijan,11777
572,Kalbacar,Azerbaijan,11777
573,Qazax,Azerbaijan,11777
574,Agstafa,Azerbaijan,11777
575,Tovuz,Azerbaijan,11777
576,Agdam,Azerbaijan,11777
577,Ismayilli,Azerbaijan,11777
578,Samux,Azerbaijan,11777
579,Samkir,Azerbaijan,11777
580,Zaqatala,Azerbaijan,11777
581,Qabala,Azerbaijan,11777
582,Kapan,Azerbaijan,11777
583,Zangilan,Azerbaijan,11777
584,Tartar,Azerbaijan,11777
585,Siyazan,Azerbaijan,11777
586,Zardab,Azerbaijan,11777
587,Xizi,Azerbaijan,11777
588,Ucar,Azerbaijan,11777
589,Xocavand,Azerbaijan,11777
590,Nassau,"Bahamas, The",11766
591,Manama,Bahrain,11772
592,Dhaka,Bangladesh,11739
593,Narayanganj,Bangladesh,11739
594,Khulna,Bangladesh,11739
595,Jessore,Bangladesh,11739
596,Sylhet,Bangladesh,11739
597,Chittagong,Bangladesh,11739
598,Barisal,Bangladesh,11739
599,Comilla,Bangladesh,11739
600,Rajshahi,Bangladesh,11739
601,Pabna,Bangladesh,11739
602,Saidpur,Bangladesh,11739
603,Tangail,Bangladesh,11739
604,Nawabganj,Bangladesh,11739
605,Jamalpur,Bangladesh,11739
606,Rangpur,Bangladesh,11739
607,Mymensingh,Bangladesh,11739
608,Bridgetown,Barbados,11726
609,Minsk,Belarus,11654
610,Lida,Belarus,11654
611,Baranavichy,Belarus,11654
612,Mazyr,Belarus,11654
613,Hrodna,Belarus,11654
614,Pinsk,Belarus,11654
615,Maladzyechna,Belarus,11654
616,Barysaw,Belarus,11654
617,Polatsk,Belarus,11654
618,Orsha,Belarus,11654
619,Babruysk,Belarus,11654
620,Homyel,Belarus,11654
621,Mahilyow,Belarus,11654
622,Vitsyebsk,Belarus,11654
623,Brussels,Belgium,11584
624,Arlon,Belgium,11584
625,Antwerpen,Belgium,11584
626,Liege,Belgium,11584
627,Hasselt,Belgium,11584
628,Mons,Belgium,11584
629,Gent,Belgium,11584
630,Namur,Belgium,11584
631,Charleroi,Belgium,11584
632,Brugge,Belgium,11584
633,Belmopan,Belize,11562
634,Corozal,Belize,11562
635,Belize City,Belize,11562
636,Dangriga,Belize,11562
637,Orange Walk,Belize,11562
638,El Cayo,Belize,11562
639,Kandi,Benin,11634
640,Dogbo,Benin,11634
641,Savalou,Benin,11634
642,Ouidah,Benin,11634
643,Lokossa,Benin,11634
644,Sakete,Benin,11634
645,Natitingou,Benin,11634
646,Abomey,Benin,11634
647,Djougou,Benin,11634
648,Parakou,Benin,11634
649,Porto-Novo,Benin,11634
650,Cotonou,Benin,11634
651,Mongar,Bhutan,11604
652,Pemagatshel,Bhutan,11604
653,Samdrup Jongkhar,Bhutan,11604
654,Gasa,Bhutan,11604
655,Thimphu,Bhutan,11604
656,Trashigang,Bhutan,11604
657,Lhuentse,Bhutan,11604
658,Trashi Yangtse,Bhutan,11604
659,Wangdue Prodrang,Bhutan,11604
660,Punakha,Bhutan,11604
661,Haa,Bhutan,11604
662,Trongsa,Bhutan,11604
663,Zhemgang,Bhutan,11604
664,Jakar,Bhutan,11604
665,Sarpang,Bhutan,11604
666,Tsirang,Bhutan,11604
667,Paro,Bhutan,11604
668,Samtse,Bhutan,11604
669,Daga,Bhutan,11604
670,Tsimasham,Bhutan,11604
671,Uyuni,Bolivia,11731
672,Santa Cruz de la Sierra,Bolivia,11731
673,Sica Sica,Bolivia,11731
674,Puerto Suarez,Bolivia,11731
675,Coroico,Bolivia,11731
676,Coro Coro,Bolivia,11731
677,San Ignacio,Bolivia,11731
678,San Matias,Bolivia,11731
679,Robore,Bolivia,11731
680,Baures,Bolivia,11731
681,Oruro,Bolivia,11731
682,Apolo,Bolivia,11731
683,Viacha,Bolivia,11731
684,Charana,Bolivia,11731
685,Potosi,Bolivia,11731
686,Quime,Bolivia,11731
687,Reyes,Bolivia,11731
688,Rurrenabaque,Bolivia,11731
689,Achacachi,Bolivia,11731
690,San Borja,Bolivia,11731
691,Guayaramerin,Bolivia,11731
692,Puerto Quijarro,Bolivia,11731
693,Cochabamba,Bolivia,11731
694,Sucre,Bolivia,11731
695,Tupiza,Bolivia,11731
696,Camargo,Bolivia,11731
697,Villamontes,Bolivia,11731
698,Cobija,Bolivia,11731
699,Tarabuco,Bolivia,11731
700,Camiri,Bolivia,11731
701,Cuevo,Bolivia,11731
702,Charagua,Bolivia,11731
703,Padilla,Bolivia,11731
704,Bermejo,Bolivia,11731
705,Entre Rios,Bolivia,11731
706,Tarija,Bolivia,11731
707,Villazon,Bolivia,11731
708,Puerto Heath,Bolivia,11731
709,Piso Firme,Bolivia,11731
710,Betanzos,Bolivia,11731
711,Sabaya,Bolivia,11731
712,Vallegrande,Bolivia,11731
713,Samaipata,Bolivia,11731
714,Llica,Bolivia,11731
715,Aiquile,Bolivia,11731
716,Villa Martin,Bolivia,11731
717,San Javier,Bolivia,11731
718,Riberalta,Bolivia,11731
719,Llallagua,Bolivia,11731
720,Uncia,Bolivia,11731
721,Challapata,Bolivia,11731
722,Quillacollo,Bolivia,11731
723,Punata,Bolivia,11731
724,Cliza,Bolivia,11731
725,Portachuelo,Bolivia,11731
726,Montero,Bolivia,11731
727,Puerto Villarroel,Bolivia,11731
728,Puerto Acosta,Bolivia,11731
729,Sorata,Bolivia,11731
730,Sarajevo,Bosnia And Herzegovina,11613
731,Banja Luka,Bosnia And Herzegovina,11613
732,Brcko,Bosnia And Herzegovina,11613
733,Tuzla,Bosnia And Herzegovina,11613
734,Zenica,Bosnia And Herzegovina,11613
735,Mostar,Bosnia And Herzegovina,11613
736,Prijedor,Bosnia And Herzegovina,11613
737,Mohembo,Botswana,11781
738,Ghanzi,Botswana,11781
739,Nokaneng,Botswana,11781
740,Lokhwabe,Botswana,11781
741,Lehututu,Botswana,11781
742,Tshabong,Botswana,11781
743,Tsau,Botswana,11781
744,Mochudi,Botswana,11781
745,Nata,Botswana,11781
746,Maun,Botswana,11781
747,Serowe,Botswana,11781
748,Kanye,Botswana,11781
749,Mahalapye,Botswana,11781
750,Palapye,Botswana,11781
751,Molepolole,Botswana,11781
752,Mopipi,Botswana,11781
753,Kasane,Botswana,11781
754,Sowa Town,Botswana,11781
755,Ramotswa,Botswana,11781
756,Masunga,Botswana,11781
757,Gaborone,Botswana,11781
758,Jwaneng,Botswana,11781
759,Lobatse,Botswana,11781
760,Selibe Phikwe,Botswana,11781
761,Francistown,Botswana,11781
762,Taua,Brazil,9858
763,Uruguaiana,Brazil,9858
764,Quixada,Brazil,9858
765,Cabo de Santo Agostinho,Brazil,9858
766,Sao Gabriel,Brazil,9858
767,Sao Borja,Brazil,9858
768,Santo Angelo,Brazil,9858
769,Quarai,Brazil,9858
770,Salvador,Brazil,9858
771,Santa Cruz do Sul,Brazil,9858
772,Laguna,Brazil,9858
773,Muriae,Brazil,9858
774,Londrina,Brazil,9858
775,Sao Lourenco do Sul,Brazil,9858
776,Porto Uniao,Brazil,9858
777,Itanhaem,Brazil,9858
778,Foz do Iguacu,Brazil,9858
779,Novo Hamburgo,Brazil,9858
780,Viana,Brazil,9858
781,Fernandopolis,Brazil,9858
782,Guarapuava,Brazil,9858
783,Guajara-Miram,Brazil,9858
784,Arcoverde,Brazil,9858
785,Mossoro,Brazil,9858
786,Maringa,Brazil,9858
787,Maracaju,Brazil,9858
788,Estancia,Brazil,9858
789,Crateus,Brazil,9858
790,Ponta Pora,Brazil,9858
791,Penapolis,Brazil,9858
792,Cruzeiro do Sul,Brazil,9858
793,Jacareacanga,Brazil,9858
794,Erechim,Brazil,9858
795,Chapadinha,Brazil,9858
796,Itapipoca,Brazil,9858
797,Bacabal,Brazil,9858
798,Cascavel,Brazil,9858
799,Curitiba,Brazil,9858
800,Aracati,Brazil,9858
801,Jaboatao,Brazil,9858
802,Ijui,Brazil,9858
803,Apucarana,Brazil,9858
804,Formosa,Brazil,9858
805,Ico,Brazil,9858
806,Ararangua,Brazil,9858
807,Xapeco,Brazil,9858
808,Capanema,Brazil,9858
809,Baturite,Brazil,9858
810,Aripuana,Brazil,9858
811,Bom Jesus da Lapa,Brazil,9858
812,Carazinho,Brazil,9858
813,Cameta,Brazil,9858
814,Campo Murao,Brazil,9858
815,Aquidauana,Brazil,9858
816,Brasilia,Brazil,9858
817,Assis,Brazil,9858
818,Paragominas,Brazil,9858
819,Caceres,Brazil,9858
820,Bento Goncalves,Brazil,9858
821,Santo Andre,Brazil,9858
822,Bage,Brazil,9858
823,Caracarai,Brazil,9858
824,Camaqua,Brazil,9858
825,Guaira,Brazil,9858
826,Jaragua do Sul,Brazil,9858
827,Aracatuba,Brazil,9858
828,Olinda,Brazil,9858
829,Recife,Brazil,9858
830,Presidente Prudente,Brazil,9858
831,Parnaiba,Brazil,9858
832,Santana do Livramento,Brazil,9858
833,Corumba,Brazil,9858
834,Abuna,Brazil,9858
835,Campo Grande,Brazil,9858
836,Itaituba,Brazil,9858
837,Joacaba,Brazil,9858
838,Rio Branco,Brazil,9858
839,Acarau,Brazil,9858
840,Pelotas,Brazil,9858
841,Manaus,Brazil,9858
842,Cachoeira do Sul,Brazil,9858
843,Jardim,Brazil,9858
844,Rosario do Sul,Brazil,9858
845,Joinville,Brazil,9858
